,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
146,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",모발스님,5,등록된 헤드라인이 없습니다,"제 양옆 귀 구조가 약간 달라서 버즈 플러스,  버즈 라이브, 버즈 프로, 버즈2를 썼을땐 좌우 밸런스가 깨져서 들을때마다 매우 거슬렸는데 이번 버즈2 프로는 이어팁이 안쪽 공간이 더 커서 그런지 좌우 밸런스가 맞아서 너무 좋네요.. 음질은 말할것도 없고 노이즈 캔슬링도 만족스럽네요버즈2 보다 착용감이 살짝 떨어지긴하지만 버즈 프로처럼 평소 쓸때 불편하다는 느낌은 없었어요 착용감도 좋은듯제 개인적인 착용감 순위버즈 프로= 버즈 라이브 << 버즈 플러스 = 버즈2 프로 < 버즈2"
147,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*정,5,좋네요,음. 버즈 자체는 조아여. 근데 혹시 개봉했던게 오는건가요?? 스티커가 겹쳐서 붙어 있어서... 한달전 삼성몰에서 정품 샀을 때하고 박스 상태가 틀리더라구요.제 착각 이면 죄송해여 ㅜㅜ
148,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",현*빈,5,등록된 헤드라인이 없습니다,노캔은 프로랑 비교 했을때 갠적으로 프로가 더 잘되는 기분임 프로는 노캔 했을때 느낌이 오는데 이건 했는데 아무 느낌이 안옴.
149,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*지,4,등록된 헤드라인이 없습니다,이거 왜 매일 가격이 내려가죠? 사고 난 다음날부터 찔끔찔끔 가격이 계속 내려가넹..뭐하자는거징..
150,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",살려줘요,5,제조년일 아쉽네요,쿠팡과 삼성 배신감이 전혀없음ㅋ제노년월이 22년7월 이거만 감안해서 구매하시길
151,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*태,5,음질 괜춘,https://youtu.be/TTAWuLkKbQc전 이걸로 음질 체크했어요.
152,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*원,5,등록된 헤드라인이 없습니다,무선이어폰이 너무 낡고 고장나서 새로 바꾸는 김에 좋은거로 프로를 바꾸어 봤는데 엄청 음질과 통화등에 만족하고 있습니다. 배송도 아주 빨리 왔고요.
153,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",진*훈,5,음질은별로예요,겔럭시버즈2pro처음구매할때 다른사람들의사용후기를읽어보고. 제품을구매했는데요 생각보다음질은별로예요이유는 겔럭시버즈2가겔럭시스마트폰소리를올리지않아도크다고들었는데요 휴대폰소리를 최대로올려야이어폰소리가 고음소리가들립니다
154,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",성*모,5,"액티브노이즈 캔슬링의 확실한 성능, 팍팍 꽂히는 중저음",버즈 라이브 4년째 쓰고있다가 버즈2프로 나왔다길래 한번 질러보자 생각해서 사봤는데 얼마나 좋을까 사용해봤는데 노이즈캔슬링이 엄청나서 놀랐습니다ㅋ 성능만큼은 확실하니까 전 추천 하겠습니다
155,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*석,5,이어팁이 안들어왔어요..,아 좋네요 샤오미 제품 1년 쓰다가 바꿔봤는데...확연한 차이 아주 좋습니다근데.이어팁이.안즐어왔어요확인부탁드려요
156,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",누리1,5,등록된 헤드라인이 없습니다,너무너무 작고 예뻐요 주변소리 차단 잘되고 음질 너무 좋네요 저는 귓구녕이 작아서 작은 사이즈로 교체해서 꼽으니 딱맞네요
157,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",야옹야옹3,3,착용해보고 사는거 추천합니다,에어팟만 끼다 처음 버즈 사봤는데 착용감이 호불호가 갈릴것 같아요 약간 불편하네요 오래 끼면 귀가 답답해요
158,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",안*석,5,VERY VERY Good,그동안 구매하고싶었는데 이번에 처음으로구매하였네요 배송 만족스럽고요 제품상태가 좋아서 음질상태도좋아서 만족합니다
159,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",서*경,3,노이즈 캔슬링 실망입니다,에어팟 쓰다가 넘어 왔는데 이거 노이즈 캔슬링 하나도 안되요 옆에 말소리 비닐봉지 소리 다 들려요 설정이안됐나 싶어서 설정도 다시 하고 요리조리 다시 끼워봐도 똑같네요 실망입니다 예전 버즈는 노이즈캔슬링   정말 완벽하게 됐었는데요 그거생각하고 샀는데 ㅜㅜ
160,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*석,5,등록된 헤드라인이 없습니다,"갤럭시 버즈 시리즈는 전부 다 사서 써 봤어요!~역시 신제품이라 전반적으로 다 (찔끔) 개선이 된게 느껴지네요특히, 오래 착용해도 귀가 덜 아픈게 제일 마음에 듭니다!!~다만, 제대로 착용을 안 하면 노이즈 캔슬링이 덜 되는건 당연한건데..이전 버전들보다 좀 더 착용할 때 신경을 써야 되는 것 같아요"
161,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",배*철,5,전 세대 대비 모든게 업글된거같아요,노이즈캔슬도 음질도 더 뛰어난거같고 외형도 매트한게 고급스러워요전제품이랑 케이스 호환되는거도 좋네요
162,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*순,5,등록된 헤드라인이 없습니다,그동안 무선 블루투스이어폰 여러개 써봤지만..역시..제값을 하는듯요..통화를 많이 하는 직업인지라 음악이나 동영상 보는건 저렴한것들도 다 괜찮았는데..통화할때는 이어폰 끄고 전화로 하곤 했었는데..이아이는 통화도 음악듣는것두 동영상 보는것두..모두 맘에 듭니다 무엇보다 통화할때..상대방이 잘안들린다고..시끄럽다고..이런 얘기를 안하니까 너무 좋더라구요
163,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",손*빈,4,좋긴한데....,일단 제가 듣기엔 버즈2보다 해상력은 확실히 좋아졌어요.노캔도 확실히 더 좋아요.근데 귓구멍이 편하진 않네요.소리가 좋아서 끼웠다가도...자꾸 다른이어폰을 사용하게되네요.이어팁 여러가지로 바꿔봤는데도 착용감이 좋지는 않네요.
164,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",박*경,5,선물용으로 구매했어요!,가격이 좋아서 선물용으로 구매핬습니다~선물용이라 아직 사용후기는 못들었지만 선물 후에 후기 들어보고 리뷰 수정할게용ㅎㅎ
165,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",권*인,5,사십시오 23만원 돈값은 합니다,노캔 상당히 좋습니다. 남들은 풍성한 이퀄라이저가 좋다는데 고음의 치찰음때문에 일반이 훨씬 낫더라구요. 하만 타겟인 만큼 익숙한 소리입니다. 하지만 확실히 안정되어 있네요. 남자이지만 보라색 생각보다 좋고 착용감도 1일내내 썻는데 외이도염이나 귀가 딱히 아프진 않았습니다. 음질도 평균이상은 되고 버즈라이브랑 에어팟 2가 있어서 비교해봤는데 당연히? 그거와는 비교가 안됩니다.
166,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*수,4,등록된 헤드라인이 없습니다,노이즈캔슬?주변 소리 안들리게 해주는건 순간 귀가 멍해지면서 좀 이상해요제가 적응을 못해서 그런가 귀에 물들어갔을때처럼 좀 이상하네요다른건 만족합니다
167,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",박*광,5,등록된 헤드라인이 없습니다,가격은 저렴하게 구매한거같은데 하루만에 가격차이가 나네용
168,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",심*영,5,너무 귀여워요,쿠팡에서 할인할때 사서 행복!색깔 잘 빠졌고 무광이라 더 고급진 느낌ㅎㅎ노이즈캔슬링 좋아요. 에어팟은 귀가 먹먹한 느낌이었는데버즈2프로는 적당한 느낌음질이 대단하다 이건 못느끼겠고더 써봐야될듯.
169,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",윤*영,5,최고,싼마이 쓰다가 가격 고민하다 질렀어요 와 진짜 비싼값합니다 신세계입니다.  삼성 흥해라
170,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",iiiililill,5,등록된 헤드라인이 없습니다,원래 아이폰+에어팟쓰다가 지난주에 z플립4로 바꾸면서티비광고로봤던 버즈2프로로 급히 바꾸고 담날 받았어요ㅋㅋ에어팟보다 좋은거같고 노이즈캔슬링도 넘넘 만족스럽고 제대로 받은거같아서 기부니좋네요!!
171,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",최*선,5,기특한 녀석이예요~~,신랑이 시끄러운 곳에서 일을 하는 편이라전화도 받으면서 소음도 방지가 되는 걸 찾았는데받자마자 분신처럼 소중히 들고 다니네요소음 차단도 완벽ㆍ하루종일 착용한다 해도 귀가 편하고 사람의 목소리에 반응해서 대화시에는자동으로 음량이 작아졌다가 다시 커지는게그양말로 착하고 기특한 녀석이예요~~
172,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*희,5,역시  음질이 너무좋아요,갤럭시 폰과 잘어울리고 연동도 잘됩니다 음질이 좋고주변소음을 잡아줘서 좋아요
173,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",윤*기,5,등록된 헤드라인이 없습니다,사이즈가 아주 맘에 들고요 음량도 풍부해서 좋습니다.
174,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",정*예,5,등록된 헤드라인이 없습니다,"머리카락에 닿여 가끔 영상이 자동으로 끊기곤 했는데설정에서 터치 잠그뫈 이후로는그런 일이 없네요^^설정에서 통화, 영상 설정을 해야하는거였더군요!통화도 잘 되고 영상도 충전하면서 들을 수 있어서매우 편리합니다음향, 디자인, 편리성 빠지는것이 없네요~^^제가 살때보다 가격이 좀 내려서 아쉽지만 만족합니다^^"
175,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*용,5,역시 삼성~,"버즈는 처음 써보는데 이왕 쓰는거 좋은걸로 써보자는 생각으로 버즈2프로 구매해봤는데, 항상 저가용 이어폰만 쓰다가 좋은걸쓰니까 확실히 느낌이 다르네용~!!"
176,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*도,5,귀에 아주 잘 들어가요,예전에 섯던 버즈프로 는 왼쪽을 꼈는대도 빠지는 느낌이 들어서 거의 아쓰고 다녀는데요 이번 버즈2프로는 너무 잘들어가서 빠지는 느낌이 없었어요
177,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*호,5,작고 편하니까 좋아요,음질도 되게 좋고 케이스가 작아서 주머니에 넣고 다니기 좋아요버즈 쓰다가 버즈2pro로 넘어왔는데 착용감도 훨씬좋고 음질도 좋네요
178,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",정*우,3,버즈 프로 2 후기,에어팟 프로 2년 쓰다가 넘어온 관점으로 설명음질 에어팟 < 버즈노캔 에어팟 > 버즈 착용감 에어팟 > 버즈배터리 에어팟 > 버즈통화품질 에어팟 < 버즈통화품질이랑 음질빼고는 에어팟 보다 후달려요아직 에어팟 따라잡기 역부족인듯 싶어요 2년전에 나온 제품인데도 못쫒아가는거 보고 실망이 꽤 크네요
179,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",강*우,5,음질도 디자인도 굿.. 다만,귀에 오래 끼고 있으면 착용감이좀 아플수 있습니다.저는 한국남자 평균  신체인데  오래끼면귀가  좀 거북한 느낌..  (막 아프고신경 쓰이는 정도는 아닌) 입니다.가까운 삼성대리점 가서 함 껴보고선택해도 좋을듯 합니다그 밖에 다  굿굿 입니다.^^♡
180,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*모,5,등록된 헤드라인이 없습니다,최저가로 로켓배송받앗습니다.고생많으셧습니다.대화감지 기능 굿입니다.다른제품사용할때 음악정지하거나 빼고 대화를 나눳는데대화감지 되면 볼륨작아져서 편하게 대화할 수 잇네요
181,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",전*탁,5,통품하나로 그냥 다 만족,"통품을중요시해서 자브라엘리트75t ,7pro 버즈2 에어팟2세대 등등 여러이어폰을 썼지만버즈2프로는 그냥 다씹어드심시끄러운환경에서도 충분히 통화가능함...통품을중요시하시는분들은 매력적인 버즈2프로!"
182,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*희,5,좋네요,노이즈캔슬링도 확실히 되고 버즈 특유의 장시간 껴도 안불편한 느낌이 좋아요
183,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*훈,5,굿,배송도 빠르게오고 착용감도 좋고 음질도 만족 스럽네요
184,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",정*돈,5,보라색 넘예,선물로 줬는데 하나도 안촌스러운색이고 너무 예뻐요무광이라 더 이쁜듯충전 양쪽이 다 c타입이라 갠적으로 살짝 아쉬워요
185,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*석,5,가격방어가 안되나봐요,제품은 마음에 드는데 산지 한달도 안됬는데 가격이 5만원정도 떨어졌네요
186,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",박*나,5,예쁨,커널형 싫어서 버즈라이브 썼었는데 이거 써보니깐 소음차단이 너무 잘됨ㅜㅜ 오래 끼고 있다고 딱히 불편한지도 모르겠음! 보라색 무광 진짜 예쁨요☆
187,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*인,5,음질 무슨일이죠 삼성,애인에게 선물하려고 이번에 새로나온 겸 사줬는데 페어링 음질 통화량 베터리 뭐하나 빠지는 게 없네요 이거때문에 저도 갤럭시로 갈아탈까 고민될 정도입니다 그럼 도움됐길 바라며 안녕
188,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*희,5,넘만족해요,넘만족합니다다른 타 쇼핑몰보다 더저렴하게 살수잇어서 좋았어요저렴해서 성능도 떨어져 보이줄 알았는데 의외로 너무만족스러운 결과를 받아서 좋았어요
189,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*홍,5,유광 검정과 다른 색감. 아주 좋아요,"음질, 착용감, 색감, 질감 아주 만족합니다.잘 구매한것 같아요."
190,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",조*희,4,아쉬운게ㅡㅡ,오른쪽 귓구멍이 자꾸빠진다는게단점  제귀구멍 탓이겠쪼?!
191,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",조*현,4,등록된 헤드라인이 없습니다,버즈 플러스 쓰던 사람이라 그런지 착용감과 주변 소리 듣기가 많이 어색하더랍니다. 기본 제공하는 이어팁은 많이 얇습니다. 새로 사거나 하는 것을 추천.
192,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*성,5,등록된 헤드라인이 없습니다,가격도 많이 내려갔고 괜찮은 무선 이어폰 같습니다~
193,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*은,5,등록된 헤드라인이 없습니다,음질이 너무 좋아용제가 사고나서 바로 다음날 할인을 세게 하는게 섭섭하네요그래도 아버지 생신선물로 사드렸는데너무 좋아하셔서 좋습니당
194,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*찬,5,등록된 헤드라인이 없습니다,버즈프로 쓰다가 버즈2 프로 로 넘어왔는데 확실히 성능변화 채감 할수있었어요
195,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",윤*호,5,라이브에서 넘어왔는데 와,너무 좋다 라이브는 귀에 억지로 끼우는 느낌인데 이건 그냥 쏙 들어가고 딱 맞아요 너무 좋다
196,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*윤,5,역시 갤럭시에 딱 맞는 버즈 이어폰이네요 갤럭시나 유,저면 갤럭시 버즈 쓰는 게 맞는 것 같습니다 에어팟 맥스처럼 갤럭시를 위한 해드폰 멋들어지게 출시해주면 좋겠네요
197,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*재,5,역시 갤럭시 버즈 다운 음질과 디자인 굿굿,상품: 기대했던 디자인과 음질이 최사입니다.만족도: 별이 다섯개
198,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*진,5,역시 돈값합니다,디자인도 좋고 음질 너무 좋고 노캔도 너무 잘 됩니다
199,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김효,5,등록된 헤드라인이 없습니다,에어팟보다 좋음 프로2는 확실히 개선된 점이 많음 디자인이나 음질쪽으로도에어팟보다 우수 갤럭시 유저는 에어팟에서 버즈로 넘어와도 좋음 버즈 존버 성공이다 진짜
200,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",양*창,5,등록된 헤드라인이 없습니다,제품 빨리도착했구요. 가격빼고 다마음에드네요~잘쓸게용 ㅋㅋ
201,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*익,4,등록된 헤드라인이 없습니다,갤럭시 플러스를 사용하다가 새로 산건데 음질은 확실히 더 좋은게 느껴짐한가지 아쉬운건 배터리가 갤럭시 플러스에 비하면 반토막이라 아쉬움..
202,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",최프로님,5,등록된 헤드라인이 없습니다,지인 생일날 선물했습니다. 좋은 상품입니다. 역시 삼성
203,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*비,5,등록된 헤드라인이 없습니다,낮두시안되서시켰는데ᆢ저녁열한시이십분도안되서도착했어용ㅋ
204,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이현석,5,착용감과 음질이 좋아요,소니 1000mx4. 링크버드 s를 보유하고 있는데착용감이 제일 좋네요 그리고 풍성한 음장을 적용하니 음질도 좋은것 같습니다
205,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",RTX9080TI,5,거의완벽,단점 : 1.360오디오로 보륨을거의최대90이상으로올리면음질깨짐2.
206,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*호,5,음질 굿!,버즈시리즈 다써봤는데 이번 프로는 라이브보다 음질은 최고인거같아요!! 고민하시는분 하지마시고 바로 구매하세요!! ㅎㅎ
207,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",장*태,5,등록된 헤드라인이 없습니다,버즈 플러스에서 넘어왔는데 차이 개큼노이즈 캔슬링 처음 써봤는데 노래에 집중할 수 있어서 좋았음그리고 음질이 되게 좋음베이스까지 선명하게 잘 들림 되게 깔끔한 음질? 암튼 그럼 ㅇㅇ
208,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",백*훈,5,4번째 무선이어폰 구매했습니다,착용감이 좀 이상합니다..소니꺼 낄때도 착용테스트 잘 됐는데 얘만 자꾸 실패합니다아직 익숙하지 않은가보군요eq설정이 좀 아쉽지만 360오디오도 잘 되고음질도 팁만 바꾸면 더 좋아질 것 같습니다받고 껴보고 들어보고 만족했습니다
209,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*용,5,더욱더 사업이 번창하시길 바랍니다.,너무나도 좋아요역시 정품을 사용해야하는것이 맞아요감사합니다.
210,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*혁,5,"버즈플러쓰다가,",2프로쓰니..음향이 더욱다 풍부해졌네요..역시 고민할시간에 주문하세요
211,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",오*경,5,아니 근데,다 좋은데 산지 1주일도 안돼서2만원이상 떨어지는건 좀 심했지 보상해줘..
212,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",임*민,5,등록된 헤드라인이 없습니다,버즈2랑 비교해서 가격만큼의 성능향상 체감은 힘든거같아요유닛을  케이스에넣을때 알아서 자리잡히지않아서 손으로 자리를 잡아줘야하네요
213,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",전*화,5,음질 굳,음질은 역대 사용해본 무선이어폰 중가장좋아요디자인도 버즈 시리즈 중엔 최고인듯잡음제거 수준도 굳굳굳~고민하다 구입했는데잘했다 싶어요
214,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*영,5,등록된 헤드라인이 없습니다,귀에 착용 할때 딱 맞는 착용감이 아니고 헐렁한느낌이들어서 계속 만지게 되네요...다른거 다 괜찮고 좋았어요결국에 왼쪽 이어폰 빠져서 하수구에 떨어져서 못쓰고 다른 이어폰 구입했어요
215,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",정경화,5,등록된 헤드라인이 없습니다,제가 전작인 버즈1 프로를 사용했었는데 이번작에 24비트 지원과 더 작아진 이어버드로 착용감등이 전작인 버즈1 프로에 비해 훨씬 좋아졌습니다. 매우 만족합니다.
216,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",남*하,5,등록된 헤드라인이 없습니다,배송 빠르게 잘 받았습니다.음질도 괜찮고 착용감도 좋아요
217,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",임*근,5,ㄱ,전 한쪽 귀가 다른귀랑 구멍이 적은 편인데  이어팁을  큰거로 바꾸니 딱 맞네요 그전 버즈2가 익숙해서 그런지 몰라도 좀더  적응을 해야 할것같앙ᆢ 음질은 좋네요 잘쓸게요
218,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",박*경,5,정품이고 좋아요!,잘 사용하고있습니다!지금은 좀더 할인 중이어서 아쉽지만그래도 할인받아서 잘 사용하고있어요!
219,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*희,5,등록된 헤드라인이 없습니다,에어팟만 써오다 플립으로 갈아타면서 버즈 프로도 같이 구매했는데와.. 음질 왤케 좋아요? 착용감도 제 귀엔 편해서 좋아요
220,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*은,5,남친선물로구매했어요,남친 생일 선물 주려고 구매했어요매트한 느낌이 고급스럽고 이쁨니다 잘사용할게여
221,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",길*욱,5,음질과 기능이 최고,"가격이 비싼편이어서 고민하다가 구매했는데 음질이나 디자인, 기능 등 모든 면에서 아주 만족스럽습니다."
222,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",유부남999,5,착용감도 괜찮고 음질과 ANC 성능 완전 최고 '')b,"오매불망 기다렸던 제품인데 드디어 나왔네요!총알 부족으로 예구는 못했지만.. 이제서야 구매합니다.음질, 디자인, 착용감 다 맘에 드네요 '')b"
223,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",정*혁,5,등록된 헤드라인이 없습니다,"아이폰에서  겔럭시로 넘어와  구매해 보았어요매우 좋아요~ 색만 다른색 있었음 좋을 것 같구요 매탈릭 계열(개취) ~>검정은 분실시 못찾고, 흰색은 넘 흔하고성능은 대만족이에요"
224,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",98년생리뷰,5,버즈 살까말까 계속 고민했었는데,후회없이 잘산거같아요 색깔도 이뿌고 만족스러워요
225,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",안*범,5,등록된 헤드라인이 없습니다,"착용감도 괜찮고 노이즈 캔슬링, 음질 좋습니다."
226,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",리뷰잘안써,5,그럭저럭 ㄱㅊ음,근데 버즈 프로 쓰시던 분은 굳이 넘어올 필요없는듯? 거의 옆그레이드처럼 느껴짐근데 노캔은 ㄹㅇ 좋아짐요 고음 안 막아지는건 똑같은데 저음 막아지는게 더 강해짐
227,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",유*,5,등록된 헤드라인이 없습니다,선물하려고 구매했는데아주 만족해 하셨습니다. 귀에 꼽았는데 쏙 들어가기보다 살짝 튀어올라온 느낌이있었어요 그래도 음질은 좋다고 하시네요
228,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",series,5,전작의 고질병 해결완료,버즈 프로1에서 고질병이였던 좌우 밸런스 불안정 현상을 드디어 잡았네요. 개인적으로 가격은 아쉽지만 성능은 만족스럽습니다.
229,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",한*민,3,등록된 헤드라인이 없습니다,진짜로 다좋은데 버즈가 뚱뚱해서 귀가 짓눌려서 아파요 이게 장점들을 다 상쇄시킬정도로 커서 오래쓰면 외이도염 걸릴거같아요
230,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",장*진,5,개이쁨,음질 좋구요 (아이팟 프로 사용자)무엇보다 개 이쁩니다
231,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",유*희,5,좋아요,남편선물이였는데기존 쓰던 버즈 보다 훨씬좋데요
232,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",장*란,5,등록된 헤드라인이 없습니다,버즈2보다 착용감도 편하고 음즐도 향상돼서 너무좋네여 가격이 좀 비싸긴해도 그 값을 하네여
233,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",정*환,5,기대한만큼 좋아요,배달 빠르고 물건 잘 왔어요 사용감도 나쁘지 안아요 추천
234,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",박*준,2,내돈내산 일반인,버즈2사용후 1년정도 지나서 외이도염걸림버즈2프로  개선많이됐다고해서 고민하다가 지름 제귀엔 버즈2보다 더 외이도염심해짐버즈2는 휴대폰 사전예약으로 사은품받았지만버즈2프로는 내생돈으로구매사기전 외이도염때문에 고민많이했고구매후 사용후 외이도염 걸림환불되냐고여지저기물어봤지만 다 개선되었다고대답다회피음질은 좀더좋아졌고 터치반응도 더좋아짐색상은그라파이트?  보라색계열 구매색상 이쁨만족하지만 전 외이도염 걸려  사용안함ㅋ외이도염걸리신분은 믿고그냥거르세요
235,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*재,2,외이도염이슈는 아직도있는거같네요,원래 버즈프로쓰다가 외이도염에 걸려서 한동안 안썼는데 버즈2프로 나왔다고 해서 샀습니다에어팟이랑 이 제품 둘중에 고민 계속하다가 19만9천원으로 할인하길래 이 제품으로 골랐어요  사용한지 1주정도 되었습니다 이번제품은 외이도염 이슈가 해결됐겠지했습니다  근데 아니나다를까 기존제품처럼 1주일만에 외이도염에 걸렸네요 ㅋㅋㅋㅋ음질 만족하고 제품 디자인도 만족스러운데 제일 중요한 착용감이 문제네요 애지간하면 이 제품은 잘 안쓸듯합니다...
236,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*현,2,외이도염 걸렸네요,버즈 프로때도 외이도염이 걸려서 고생하고 이번 버즈2 프로는 굉장히 기대하고 착용했는데 30분정도 지나니까 슬슬 가려워지는 느낌이 나더니 결국 진물이 나오네요... ㅋㅋㅋㅋ 음질이나 착용감 등 나머지는 괜찮아요.
241,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",유*건,5,등록된 헤드라인이 없습니다,거른 갤럭시 기기간 호완성이 좋고 편리함
243,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",핑크선녀,4,그닌ㄷ,조금 불편해요. 색상 이뽀요
253,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*영,5,좋 음,음질 기가막힘노켄 장난아님착용감 엄청남
261,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",조*모,5,등록된 헤드라인이 없습니다,뽑기실패도 없고 확실히 좋음
